,Spectra,Host,HostDistance,Contrast,eta,alpha,rho
simu_0,/sps/ztf/data/sedm/redux/20191203/hgspec_target_crr_b_ifu20191203_02_34_21_ZTF19acvijnj.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,5.371030534607166,0.06614654672839046,0.8462528810161853,2.0743334841701593,-0.22686420331434276
simu_1,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,2.7665283088443533,0.8498336851159071,0.25515260606318163,2.9430876972522046,-0.2820099882498256
simu_2,/sps/ztf/data/sedm/redux/20200415/spec_auto_robot_lstep1__crr_b_ifu20200415_08_48_59_ZTF20aatzhhl.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_08_39_47_ZTF20aciuakv.fits,6.6232438160732165,0.9192801003804212,0.45218603104751615,3.4643402251014317,-0.17171841837885993
simu_3,/sps/ztf/data/sedm/redux/20180721/hgspec_target_crr_b_ifu20180721_04_48_17_ZTF18abgledy.txt,/sps/ztf/data/sedm/redux/20220128/e3d_crr_b_ifu20220128_05_47_36_ZTF20aarcpql.fits,3.9741053052112054,0.7065202104184214,1.6343865809535234,3.116838539868614,-0.09819070513154943
simu_4,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,7.380971833751453,0.7170469342018173,0.6492194560318507,3.9855927529506596,-0.263628059937998
simu_5,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,7.589632319606156,0.8781662119296678,3.2106539808281997,1.7268317989373407,-0.19010034669068754
simu_6,/sps/ztf/data/sedm/redux/20180915/hgspec_target_crr_b_ifu20180915_05_13_13_ZTF18absdjms.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,6.723198768110464,0.24327549730422063,0.8462528810161853,1.90058264155375,-0.22686420331434276
simu_7,/sps/ztf/data/sedm/redux/20200516/hgspec_target_crr_b_ifu20200516_07_34_53_ZTF20aazgtmp.txt,/sps/ztf/data/sedm/redux/20220130/e3d_crr_b_ifu20220130_06_43_04_ZTF20aamsjws.fits,5.314963292753999,0.296278153298749,1.2403197309848544,2.421835169402977,-0.1533364900670323
simu_8,/sps/ztf/data/sedm/redux/20200217/hgspec_target_crr_b_ifu20200217_11_39_59_ZTF20aamifit.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,3.4161608430279813,0.5504480206695476,0.45218603104751615,1.90058264155375,-0.09819070513154943
simu_9,/sps/ztf/data/sedm/redux/20180905/hgspec_target_crr_b_ifu20180905_07_39_52_ZTF18abshtdj.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,1.3111716534812232,0.08532938601966829,2.0284534309221924,2.421835169402977,-0.07980877681972182
simu_10,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,3.0036078795310437,0.5189460771724903,0.6492194560318507,2.421835169402977,-0.043044920196066594
simu_11,/sps/ztf/data/sedm/redux/20200415/spec_auto_robot_lstep1__crr_b_ifu20200415_08_48_59_ZTF20aatzhhl.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,5.290190140534448,0.2792023402422173,0.8462528810161853,2.0743334841701593,-0.3003919165616532
simu_12,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20220128/e3d_crr_b_ifu20220128_05_47_36_ZTF20aarcpql.fits,1.5917143264614027,0.2796429362587647,2.6195537058751963,3.81184191033425,-0.07980877681972182
simu_13,/sps/ztf/data/sedm/redux/20211212/spec_auto_robot_lstep1__crr_b_ifu20211212_06_14_11_ZTF21acgqhru.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,6.328112368260554,0.3190451201452385,0.25515260606318163,3.81184191033425,-0.22686420331434276
simu_14,/sps/ztf/data/sedm/redux/20180909/hgspec_target_crr_b_ifu20180909_10_57_55_ZTF18abrqedj.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,6.431180481772447,0.1672797948451413,0.25515260606318163,2.5955860120193863,-0.2820099882498256
simu_15,/sps/ztf/data/sedm/redux/20180916/hgspec_target_crr_b_ifu20180916_11_34_08_ZTF18abujbio.txt,/sps/ztf/data/sedm/redux/20220130/e3d_crr_b_ifu20220130_06_43_04_ZTF20aamsjws.fits,8.190931317027703,0.5838973620993309,1.0432863060005197,2.248084326786568,-0.24524613162617037
simu_16,/sps/ztf/data/sedm/redux/20190305/hgspec_target_crr_b_ifu20190305_07_11_06_ZTF19aalcwjt.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,6.216465013412999,0.8652050804538148,0.6492194560318507,1.90058264155375,-0.263628059937998
simu_17,/sps/ztf/data/sedm/redux/20201019/hgspec_target_crr_b_ifu20201019_12_17_43_ZTF20acifwef.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,6.224051534986549,0.39486256112284374,0.8462528810161853,1.90058264155375,-0.13495456175520468
simu_18,/sps/ztf/data/sedm/redux/20200415/spec_auto_robot_lstep1__crr_b_ifu20200415_08_48_59_ZTF20aatzhhl.txt,/sps/ztf/data/sedm/redux/20220128/e3d_crr_b_ifu20220128_05_47_36_ZTF20aarcpql.fits,8.849689182540002,0.038023971275722636,2.816587130859531,3.116838539868614,-0.07980877681972182
simu_19,/sps/ztf/data/sedm/redux/20180721/hgspec_target_crr_b_ifu20180721_09_32_27_ZTF18abfhaji.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,7.239856280616069,0.8895592874907251,0.45218603104751615,2.7693368546357955,-0.20848227500251515
simu_20,/sps/ztf/data/sedm/redux/20190603/hgspec_target_crr_b_ifu20190603_10_59_43_ZTF19aavissk.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_08_39_47_ZTF20aciuakv.fits,3.436315650198588,0.9573016406744922,1.0432863060005197,1.7268317989373407,-0.3003919165616532
simu_21,/sps/ztf/data/sedm/redux/20190730/hgspec_target_crr_b_ifu20190730_10_35_27_ZTF19abhjhes.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,4.760148387837071,0.15966248621110493,2.4225202808908617,2.5955860120193863,-0.09819070513154943
simu_22,/sps/ztf/data/sedm/redux/20211010/spec_auto_robot_lstep1__crr_b_ifu20211010_06_15_20_ZTF21acekmmm.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,2.770467086358173,0.6037886560741026,1.0432863060005197,3.290589382485023,-0.22686420331434276
simu_23,/sps/ztf/data/sedm/redux/20200104/hgspec_target_crr_b_ifu20200104_04_47_08_ZTF20aaaboph.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,7.910800974882497,0.3956820411329379,1.831420005937858,2.421835169402977,-0.13495456175520468
simu_24,/sps/ztf/data/sedm/redux/20201011/spec_auto_contsep_lstep1__crr_b_ifu20201011_07_27_41_ZTF20acfdmex.txt,/sps/ztf/data/sedm/redux/20220128/e3d_crr_b_ifu20220128_05_47_36_ZTF20aarcpql.fits,8.436766671512764,0.4244305144303878,2.6195537058751963,2.421835169402977,-0.07980877681972182
simu_25,/sps/ztf/data/sedm/redux/20200720/hgspec_target_crr_b_ifu20200720_05_37_32_ZTF20abjwuuv.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,1.6161517603138702,0.6199742339095201,1.0432863060005197,1.5530809563209316,-0.19010034669068754
simu_26,/sps/ztf/data/sedm/redux/20200527/hgspec_target_crr_b_ifu20200527_06_30_35_ZTF20aazsyvu.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,2.8162142389465408,0.8555715231207488,1.2403197309848544,2.248084326786568,-0.09819070513154943
simu_27,/sps/ztf/data/sedm/redux/20200415/spec_auto_robot_lstep1__crr_b_ifu20200415_08_48_59_ZTF20aatzhhl.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,5.0683349061202065,0.9283812223079926,3.4076874058125344,3.4643402251014317,-0.043044920196066594
simu_28,/sps/ztf/data/sedm/redux/20180721/hgspec_target_crr_b_ifu20180721_09_32_27_ZTF18abfhaji.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,1.4272906251067738,0.46697982993013804,0.8462528810161853,2.248084326786568,-0.11657263344337705
simu_29,/sps/ztf/data/sedm/redux/20201011/spec_auto_contsep_lstep1__crr_b_ifu20201011_07_27_41_ZTF20acfdmex.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,7.619460307975414,0.40726332460633263,0.8462528810161853,1.5530809563209316,-0.22686420331434276
simu_30,/sps/ztf/data/sedm/redux/20190830/hgspec_target_crr_b_ifu20190830_11_29_16_ZTF19abqmjdq.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,7.514989110309156,0.30507942330813803,2.6195537058751963,2.7693368546357955,-0.061426848507894205
simu_31,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20220130/e3d_crr_b_ifu20220130_06_43_04_ZTF20aamsjws.fits,8.392254809554226,0.6220926738047593,0.45218603104751615,1.3793301137045224,-0.24524613162617037
simu_32,/sps/ztf/data/sedm/redux/20190316/hgspec_target_crr_b_ifu20190316_09_20_49_ZTF19aalafip.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,8.436122961455865,0.5768518745064966,0.25515260606318163,3.6380910677178413,-0.31877384487348087
simu_33,/sps/ztf/data/sedm/redux/20191213/hgspec_target_crr_b_ifu20191213_11_24_12_ZTF19acxphhl.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,1.7451703320810406,0.30160739806417,2.225486855906527,2.5955860120193863,-0.17171841837885993
simu_34,/sps/ztf/data/sedm/redux/20180906/spec_auto_robot_lstep1__crr_b_ifu20180906_08_54_25_ZTF18abktmfz.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,5.127231019685878,0.46802169393833465,0.25515260606318163,4.159343595567068,-0.17171841837885993
simu_35,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,2.422973461762912,0.4296611330809234,0.8462528810161853,2.5955860120193863,-0.006281063572411373
simu_36,/sps/ztf/data/sedm/redux/20181219/hgspec_target_crr_b_ifu20181219_12_04_28_ZTF18acvwchp.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,7.243964014373361,0.9138753878099963,1.437353155969189,2.7693368546357955,-0.24524613162617037
simu_37,/sps/ztf/data/sedm/redux/20190730/hgspec_target_crr_b_ifu20190730_10_35_27_ZTF19abhjhes.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,7.865962250520634,0.7112784108865128,0.6492194560318507,3.290589382485023,-0.19010034669068754
simu_38,/sps/ztf/data/sedm/redux/20211010/spec_auto_robot_lstep1__crr_b_ifu20211010_06_15_20_ZTF21acekmmm.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,3.709746909722263,0.3999710531875255,1.6343865809535234,2.421835169402977,-0.09819070513154943
simu_39,/sps/ztf/data/sedm/redux/20201019/hgspec_target_crr_b_ifu20201019_12_17_43_ZTF20acifwef.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,3.941337816560111,0.8265352053531823,0.8462528810161853,4.680596123416296,-0.09819070513154943
simu_40,/sps/ztf/data/sedm/redux/20190730/hgspec_target_crr_b_ifu20190730_10_35_27_ZTF19abhjhes.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_08_39_47_ZTF20aciuakv.fits,5.258710263908894,0.8757221828850761,0.45218603104751615,2.0743334841701593,-0.22686420331434276
simu_41,/sps/ztf/data/sedm/redux/20180713/hgspec_target_crr_b_ifu20180713_08_20_04_ZTF18abdkimx.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,0.8052508880885743,0.8573470148754279,1.0432863060005197,2.7693368546357955,-0.19010034669068754
simu_42,/sps/ztf/data/sedm/redux/20201112/hgspec_target_crr_b_ifu20201112_09_54_06_ZTF20acowpur.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,2.3004326606546,0.10537631172764154,1.831420005937858,2.7693368546357955,-0.061426848507894205
simu_43,/sps/ztf/data/sedm/redux/20180824/hgspec_target_crr_b_ifu20180824_03_28_38_ZTF18abmjvpb.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,6.896138083865949,0.4535002280898839,2.225486855906527,4.159343595567068,-0.13495456175520468
simu_44,/sps/ztf/data/sedm/redux/20190711/hgspec_target_crr_b_ifu20190711_10_48_25_ZTF19abfqhis.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_08_39_47_ZTF20aciuakv.fits,9.116424043659038,0.15213732277031147,1.0432863060005197,2.0743334841701593,-0.11657263344337705
simu_45,/sps/ztf/data/sedm/redux/20190305/hgspec_target_crr_b_ifu20190305_07_11_06_ZTF19aalcwjt.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,6.890260725529717,0.36278176768009257,0.6492194560318507,2.0743334841701593,-0.24524613162617037
simu_46,/sps/ztf/data/sedm/redux/20191027/spec_auto_robot_lstep1__crr_b_ifu20191027_04_31_52_ZTF19acgbkzr.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,2.0295762729284768,0.5747124600380067,0.25515260606318163,4.333094438183478,-0.3555377014971361
simu_47,/sps/ztf/data/sedm/redux/20181012/hgspec_target_crr_b_ifu20181012_04_32_47_ZTF18abyxwrf.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,6.136034782842284,0.5926247225200053,2.6195537058751963,3.81184191033425,-0.11657263344337705
simu_48,/sps/ztf/data/sedm/redux/20211212/spec_auto_robot_lstep1__crr_b_ifu20211212_06_14_11_ZTF21acgqhru.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,6.777844462938957,0.730300049283321,0.8462528810161853,2.248084326786568,-0.24524613162617037
simu_49,/sps/ztf/data/sedm/redux/20180713/hgspec_target_crr_b_ifu20180713_08_20_04_ZTF18abdkimx.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,3.3466274780434486,0.05701852452703372,0.45218603104751615,3.9855927529506596,-0.2820099882498256
simu_50,/sps/ztf/data/sedm/redux/20180916/hgspec_target_crr_b_ifu20180916_11_34_08_ZTF18abujbio.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,4.859661005704298,0.8807828014901039,0.25515260606318163,3.81184191033425,-0.024662991884238983
simu_51,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,0.11140592657416791,0.9888667474332097,1.437353155969189,4.506845280799887,-0.11657263344337705
simu_52,/sps/ztf/data/sedm/redux/20181121/hgspec_target_crr_b_ifu20181121_10_06_35_ZTF18aceynvm.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,3.4035416866509904,0.9157603420969288,2.225486855906527,3.290589382485023,-0.13495456175520468
simu_53,/sps/ztf/data/sedm/redux/20200221/spec_auto_robot_lstep1__crr_b_ifu20200221_10_17_04_ZTF20aalxlis.txt,/sps/ztf/data/sedm/redux/20220130/e3d_crr_b_ifu20220130_06_43_04_ZTF20aamsjws.fits,1.534546095706734,0.31091945438317015,0.8462528810161853,1.90058264155375,-0.2820099882498256
simu_54,/sps/ztf/data/sedm/redux/20200417/hgspec_target_crr_b_ifu20200417_07_38_34_ZTF20aaumsrr.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,3.482323723292866,0.37644493226353337,0.45218603104751615,3.116838539868614,-0.17171841837885993
simu_55,/sps/ztf/data/sedm/redux/20201113/hgspec_target_crr_b_ifu20201113_09_30_23_ZTF20acowata.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,4.07791324077162,0.6160706131808146,1.437353155969189,2.421835169402977,-0.13495456175520468
simu_56,/sps/ztf/data/sedm/redux/20180906/spec_auto_robot_lstep1__crr_b_ifu20180906_08_54_25_ZTF18abktmfz.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,2.8007397891630594,0.7488528826807541,0.8462528810161853,2.5955860120193863,-0.17171841837885993
simu_57,/sps/ztf/data/sedm/redux/20190316/hgspec_target_crr_b_ifu20190316_10_48_29_ZTF19aamoqxy.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,7.315425545699474,0.060192732392290095,2.0284534309221924,3.9855927529506596,-0.006281063572411373
simu_58,/sps/ztf/data/sedm/redux/20190316/hgspec_target_crr_b_ifu20190316_10_48_29_ZTF19aamoqxy.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,2.148242199673336,0.646070694145903,0.25515260606318163,1.5530809563209316,-0.1533364900670323
simu_59,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,4.748414952792977,0.9214341535881159,0.6492194560318507,1.90058264155375,-0.19010034669068754
simu_60,/sps/ztf/data/sedm/redux/20200516/hgspec_target_crr_b_ifu20200516_07_34_53_ZTF20aazgtmp.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,4.363807371224213,0.6347654489087319,1.0432863060005197,3.81184191033425,-0.07980877681972182
simu_61,/sps/ztf/data/sedm/redux/20191107/hgspec_target_crr_b_ifu20191107_10_39_02_ZTF19aclhnkd.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,6.717987918217854,0.0312715441231443,2.816587130859531,3.6380910677178413,-0.061426848507894205
simu_62,/sps/ztf/data/sedm/redux/20200920/hgspec_target_crr_b_ifu20200920_02_58_18_ZTF20abyzbxa.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,5.030043874315799,0.12141471090228516,1.0432863060005197,1.7268317989373407,-0.19010034669068754
simu_63,/sps/ztf/data/sedm/redux/20180906/hgspec_target_crr_b_ifu20180906_07_17_49_ZTF18absqhza.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,0.5936202911943749,0.5175376562347092,2.6195537058751963,2.248084326786568,-0.13495456175520468
simu_64,/sps/ztf/data/sedm/redux/20200417/hgspec_target_crr_b_ifu20200417_07_38_34_ZTF20aaumsrr.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,8.289987274268718,0.9148021195415904,0.25515260606318163,4.333094438183478,-0.3555377014971361
simu_65,/sps/ztf/data/sedm/redux/20180824/hgspec_target_crr_b_ifu20180824_03_28_38_ZTF18abmjvpb.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,5.843377960272898,0.9189513794154542,0.6492194560318507,2.421835169402977,-0.2820099882498256
simu_66,/sps/ztf/data/sedm/redux/20201222/hgspec_target_crr_b_ifu20201222_02_00_39_ZTF20acynjjo.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,2.305193579724494,0.17892970347110004,1.6343865809535234,2.0743334841701593,-0.13495456175520468
simu_67,/sps/ztf/data/sedm/redux/20200623/hgspec_target_crr_b_ifu20200623_08_55_48_ZTF20abgdtmv.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,5.177829347407412,0.6048520109887296,0.25515260606318163,3.6380910677178413,-0.22686420331434276
simu_68,/sps/ztf/data/sedm/redux/20180721/hgspec_target_crr_b_ifu20180721_05_32_10_ZTF18abhpzig.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,6.453880688604786,0.3954520186354917,1.2403197309848544,1.3793301137045224,-0.17171841837885993
simu_69,/sps/ztf/data/sedm/redux/20191031/hgspec_target_crr_b_ifu20191031_09_32_24_ZTF19achajnc.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,8.462523640530211,0.899812061446469,1.0432863060005197,3.4643402251014317,-0.09819070513154943
simu_70,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,4.4764129636796195,0.8322635552974014,0.25515260606318163,4.333094438183478,-0.1533364900670323
simu_71,/sps/ztf/data/sedm/redux/20200702/hgspec_target_crr_b_ifu20200702_10_43_29_ZTF20abgakbv.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,7.1803750675438875,0.29955669617396813,1.437353155969189,1.5530809563209316,-0.07980877681972182
simu_72,/sps/ztf/data/sedm/redux/20200423/hgspec_target_crr_b_ifu20200423_09_23_59_ZTF20aavrzha.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,3.9876801415420933,0.4634313308020255,0.25515260606318163,3.116838539868614,-0.3371557731853085
simu_73,/sps/ztf/data/sedm/redux/20190316/hgspec_target_crr_b_ifu20190316_10_48_29_ZTF19aamoqxy.txt,/sps/ztf/data/sedm/redux/20211216/e3d_crr_b_ifu20211216_08_44_25_ZTF18abwkzuc.fits,2.304820979230154,0.44740575609656685,1.437353155969189,2.248084326786568,-0.20848227500251515
simu_74,/sps/ztf/data/sedm/redux/20210923/spec_auto_contsep_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20220128/e3d_crr_b_ifu20220128_05_47_36_ZTF20aarcpql.fits,2.880095981256321,0.6925706437628686,2.6195537058751963,2.248084326786568,-0.024662991884238983
simu_75,/sps/ztf/data/sedm/redux/20200331/hgspec_target_crr_b_ifu20200331_04_25_30_ZTF20aatpqps.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,6.409767714751584,0.8082221971116539,1.6343865809535234,2.248084326786568,-0.09819070513154943
simu_76,/sps/ztf/data/sedm/redux/20190830/hgspec_target_crr_b_ifu20190830_11_29_16_ZTF19abqmjdq.txt,/sps/ztf/data/sedm/redux/20211203/e3d_crr_b_ifu20211203_04_31_16_ZTF19abzwtiu.fits,3.6148922922736944,0.5254654376571088,1.437353155969189,2.7693368546357955,-0.20848227500251515
simu_77,/sps/ztf/data/sedm/redux/20190730/hgspec_target_crr_b_ifu20190730_10_35_27_ZTF19abhjhes.txt,/sps/ztf/data/sedm/redux/20211218/e3d_crr_b_ifu20211218_11_36_05_ZTF20aafrjqw.fits,5.393248560885735,0.16747571667008535,1.6343865809535234,3.9855927529506596,-0.1533364900670323
simu_78,/sps/ztf/data/sedm/redux/20201013/hgspec_target_crr_b_ifu20201013_03_46_43_ZTF20acgzjje.txt,/sps/ztf/data/sedm/redux/20211220/e3d_crr_b_ifu20211220_09_32_28_ZTF19accdehb.fits,1.0445634835229403,0.949929552491926,0.6492194560318507,3.116838539868614,-0.24524613162617037
simu_79,/sps/ztf/data/sedm/redux/20180721/hgspec_target_crr_b_ifu20180721_09_32_27_ZTF18abfhaji.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_06_28_18_ZTF20aamuqwn.fits,9.247280024060746,0.70442344559955,1.0432863060005197,1.3793301137045224,-0.24524613162617037
simu_80,/sps/ztf/data/sedm/redux/20191023/hgspec_target_crr_b_ifu20191023_12_28_09_ZTF19acekbyz.txt,/sps/ztf/data/sedm/redux/20211219/e3d_crr_b_ifu20211219_12_50_26_ZTF18acnbgrb.fits,3.2208971756265368,0.39025990279265665,2.0284534309221924,1.7268317989373407,-0.061426848507894205
simu_81,/sps/ztf/data/sedm/redux/20210923/spec_auto_robot_lstep1__crr_b_ifu20210923_11_03_45_ZTF21acaqdee.txt,/sps/ztf/data/sedm/redux/20220129/e3d_crr_b_ifu20220129_08_00_51_ZTF20aamdsjv.fits,7.098206362138366,0.6953788094686153,0.25515260606318163,3.290589382485023,-0.061426848507894205
